tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
15074,43.71655666666667 10.401546666666665,2014-05-28 16:28:59,501,Wednesday,Verso casa,Automobile,2511.496443099837,426
15076,43.60707333333333 10.630401666666668,2014-05-28 17:01:46,910,Wednesday,Verso casa,Automobile,10212.736999714136,426
15078,43.629974999999995 10.619886666666666,2014-05-28 19:42:12,173,Wednesday,Prendere o lasciare qualcuno,Automobile,1681.753097318261,426
16564,43.525765 10.67237,2014-05-30 07:00:52,2009,Friday   ,Rifornimento carburante,Automobile,22157.392886760448,426
16566,43.663241666666664 10.540683333333334,2014-05-30 07:37:48,1755,Friday   ,Al lavoro,Automobile,15103.349707212414,426
16568,43.62083333333333 10.608300000000002,2014-05-30 14:18:28,537,Friday   ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,4074.259643680703,426
16570,43.61383833333333 10.632985,2014-05-30 14:50:08,884,Friday   ,Verso casa,Automobile,10406.74390306328,426
16572,43.586034999999995 10.63045,2014-05-30 17:33:39,384,Friday   ,Prendere o lasciare qualcuno,Automobile,4075.870161040689,426
16574,43.52831166666667 10.670546666666667,2014-05-30 19:31:46,235,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,907.3476323361592,426
16576,43.56535 10.667153333333333,2014-05-30 20:39:58,551,Friday   ,Prendere o lasciare qualcuno,Automobile,6169.85110413631,426
21910,43.563631666666666 10.636161666666665,2014-06-09 05:44:20,455,Monday   ,Al lavoro,Automobile,6261.0025075672165,426
21912,43.719208333333334 10.400241666666666,2014-06-09 06:45:11,457,Monday   ,Al lavoro,Piedi,691.7971091371971,426
22366,43.542568333333335 10.659430000000002,2014-06-09 20:29:04,899,Monday   ,Prendere o lasciare qualcuno,Automobile,10703.807139586714,426
