tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
40634,43.708959 10.398396,2014-06-22 08:15:58,379,Sunday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1759.5225704896034,793
40620,43.721445 10.388776,2014-06-22 17:38:48,390,Sunday   ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,1872.215719816348,793
40656,43.7014 10.831874,2014-06-22 18:31:06,414,Sunday   ,Verso casa,Bici,1679.0652799670777,793
40636,43.709096 10.39825,2014-06-23 06:13:26,603,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2764.719303079251,793
40622,43.70434 10.427192,2014-06-23 11:40:07,569,Monday   ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,2797.014862373785,793
40624,43.693141 10.839875,2014-06-23 15:57:32,612,Monday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,7719.573132226649,793
40640,43.690971 10.789892,2014-06-23 17:56:19,434,Monday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,4961.894772169641,793
32548,43.70876 10.398395,2014-06-24 06:08:35,664,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2797.823418717668,793
40664,43.703836 10.426724,2014-06-24 07:33:47,537,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1781.4617492003451,793
32550,43.710924 10.409955,2014-06-24 08:35:59,317,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Piedi,590.0823358004371,793
32556,43.709012 10.398296,2014-06-26 07:06:00,728,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2771.192069065095,793
32558,43.704465 10.427126,2014-06-26 13:32:57,482,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1680.1876519081316,793
32560,43.711791 10.412751,2014-06-26 16:37:17,570,Thursday ,Verso casa,Bici,1700.4328248737838,793
31926,43.70941 10.398445,2014-07-01 07:11:59,648,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2737.119909737228,793
31712,43.704874 10.426169,2014-07-01 11:28:29,488,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,1863.090625589493,793
31430,43.710075 10.412057,2014-07-01 16:40:52,316,Tuesday  ,Verso casa,Bici,1271.1178299786031,793
31714,43.70901 10.398112,2014-07-02 06:24:20,724,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2726.4364126659825,793
31432,43.704308 10.427361,2014-07-02 08:53:59,477,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2045.325199427171,793
31418,43.710954 10.413092,2014-07-02 10:50:41,466,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2042.6473726015988,793
31434,43.704358 10.427345,2014-07-02 11:38:43,577,Wednesday,Verso casa,Bici,2893.684440465827,793
32540,43.696554 10.837268,2014-07-07 05:33:42,321,Monday   ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,848.8587362399768,793
32544,43.708957 10.398441,2014-07-07 06:14:51,608,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2810.9758965430315,793
32564,43.704111 10.427195,2014-07-07 14:22:04,447,Monday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,1652.8905705698069,793
40280,43.711619 10.412495,2014-07-07 15:39:46,343,Monday   ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,1570.7948474461386,793
40610,43.693338 10.841541,2014-07-07 19:57:55,840,Monday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,10308.494789646633,793
40388,43.733113 10.813048,2014-07-07 22:37:53,553,Monday   ,Verso casa,Automobile,6047.418635208537,793
40390,43.693206 10.847125,2014-07-08 05:32:59,405,Tuesday  ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,1649.1729277130817,793
40392,43.708897 10.398259,2014-07-08 06:16:16,852,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2755.999571147261,793
40394,43.704177 10.427198,2014-07-08 13:36:10,686,Tuesday  ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,2841.127474249387,793
40396,43.700717 10.832414,2014-07-08 14:31:57,395,Tuesday  ,Verso casa,Piedi,1606.1995455927786,793
40632,43.708872 10.398428,2014-07-09 07:14:45,380,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1291.3814575915742,793
40654,43.710047 10.412155,2014-07-09 07:27:10,506,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1718.2962432821166,793
40398,43.704152 10.426687,2014-07-09 15:19:12,574,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2095.2144986803023,793
40400,43.711714 10.411958,2014-07-09 15:34:45,356,Wednesday,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,1605.1138033432387,793
40402,43.693059 10.846785,2014-07-11 07:55:22,1843,Friday   ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,37010.77342798413,793
40638,43.681437 10.478925,2014-07-11 10:45:46,319,Friday   ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Treno,8745.680911751717,793
40404,43.709248 10.400578,2014-07-11 11:10:57,639,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2579.686143602643,793
40666,43.704965 10.425331,2014-07-11 14:40:49,500,Friday   ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,2642.428852241977,793
40406,43.701216 10.831844,2014-07-11 15:26:18,439,Friday   ,"Spostamento incompleto (batteria scarica, crash app, errore di connessione GPS)",Piedi,392.5942170587356,793
40408,43.698853 10.834629,2014-07-11 15:34:18,1254,Friday   ,Verso casa,Bici,1385.6340148034442,793
40410,43.694816 10.829978,2014-07-11 19:34:09,442,Friday   ,Verso casa,Automobile,5070.2980745743,793
40644,43.726759 10.819787,2014-07-11 20:32:09,532,Friday   ,Verso casa,Automobile,5813.082459153094,793
40412,43.587583 10.812933,2014-07-13 13:47:58,1847,Sunday   ,"Svago (sport, escursioni, musei,...)",Automobile,13638.147160985916,793
40414,43.605146 10.76978,2014-07-13 14:52:46,470,Sunday   ,"Svago (sport, escursioni, musei,...)",Piedi,329.3926084736372,793
40642,43.604669 10.76934,2014-07-13 15:14:18,2400,Sunday   ,"Svago (sport, escursioni, musei,...)",Automobile,21246.18771247785,793
40416,43.709197 10.403977,2014-07-14 06:23:15,525,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1072.2281595453785,793
40616,43.711662 10.41201,2014-07-14 08:05:35,739,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2208.504378541135,793
40618,43.704636 10.426331,2014-07-14 14:26:51,825,Monday   ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,2748.599479254743,793
40626,43.711738 10.412696,2014-07-23 11:04:06,694,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2226.236930473629,793
40302,43.705046 10.425121,2014-07-23 12:16:23,466,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1680.0507295460156,793
40646,43.710696 10.40966,2014-07-23 16:37:58,455,Wednesday,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,1142.455664650549,793
40304,43.701018 10.831966,2014-07-23 17:25:17,359,Wednesday,Verso casa,Bici,1653.304562593275,793
40310,43.671279 10.714437,2014-07-26 07:09:48,3647,Saturday ,"Svago (sport, escursioni, musei,...)",Piedi,4665.790040448729,793
40312,43.694693 10.748408,2014-07-26 08:40:12,3248,Saturday ,"Svago (sport, escursioni, musei,...)",Bici,3949.297422077984,793
40314,43.710305 10.781623,2014-07-26 13:18:16,2695,Saturday ,"Svago (sport, escursioni, musei,...)",Piedi,3401.7741188353893,793
40316,43.72907 10.812048,2014-07-26 14:39:45,1646,Saturday ,"Svago (sport, escursioni, musei,...)",Piedi,2581.2634606309944,793
40318,43.745746 10.836363,2014-07-26 15:23:10,2048,Saturday ,"Svago (sport, escursioni, musei,...)",Piedi,2727.336133732605,793
40286,43.709061 10.398678,2014-08-08 08:10:38,395,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1518.6890768769326,793
40290,43.711833 10.412463,2014-08-08 08:47:53,562,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2178.576426758644,793
40662,43.704854 10.425012,2014-08-08 12:57:16,550,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1448.6048480507584,793
40668,43.709087 10.409497,2014-08-08 13:14:03,311,Friday   ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,1128.586514683555,793
40292,43.701543 10.831919,2014-08-08 14:24:31,349,Friday   ,Verso casa,Bici,1719.3546311790624,793
