tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
13924,43.782725 11.26961,2014-05-22 04:33:36,1172,Thursday ,Al lavoro,Bici,4953.61982847777,401
13928,43.760327 11.279099,2014-05-22 06:47:21,567,Thursday ,Verso casa,Bici,2925.030447394468,401
13932,43.771048 11.25003,2014-05-22 09:22:29,1213,Thursday ,Al lavoro,Bici,4496.831229528989,401
13936,43.760371 11.279213,2014-05-22 11:35:15,389,Thursday ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Bici,1466.839508242079,401
13940,43.765549 11.280227,2014-05-22 12:16:29,582,Thursday ,Verso casa,Bici,1969.288041883584,401
13944,43.760207 11.27907,2014-05-22 16:45:57,716,Thursday ,Verso casa,Bici,3297.065820986002,401
13948,43.756198 11.279597,2014-05-23 04:21:10,358,Friday   ,Al lavoro,Bici,614.8728831994824,401
13952,43.767339 11.285423,2014-05-23 15:20:10,521,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,1926.6870047694604,401
13956,43.767006 11.306882,2014-05-23 16:40:57,860,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,3969.315037242254,401
13970,43.782196 11.26879,2014-05-26 14:11:34,2355,Monday   ,Al lavoro,Bici,4301.21781033471,401
13974,43.766613 11.295345,2014-05-26 14:52:47,781,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Piedi,1337.382726391407,401
13978,43.767772 11.285892,2014-05-26 16:52:36,683,Monday   ,Verso casa,Bici,2430.5444652764136,401
13982,43.78274 11.27,2014-05-27 04:20:00,1080,Tuesday  ,Al lavoro,Bici,5066.900855033797,401
13986,43.760421 11.278959,2014-05-27 14:25:24,1002,Tuesday  ,Verso casa,Bici,2925.95770641621,401
23492,43.770912 11.285408,2014-05-27 15:44:38,529,Tuesday  ,Verso casa,Bici,2221.45240407376,401
23496,43.782877 11.269905,2014-05-28 04:12:27,1098,Wednesday,Al lavoro,Bici,4966.424927514126,401
23500,43.76026 11.279005,2014-05-28 11:50:21,785,Wednesday,Verso casa,Bici,3396.43161262096,401
23504,43.782689 11.269918,2014-05-28 12:36:27,7026,Wednesday,"Svago (sport, escursioni, musei,...)",Bici,51342.565441212144,401
23508,43.782876 11.269859,2014-05-29 04:24:04,1106,Thursday ,Al lavoro,Bici,4884.348631874412,401
23512,43.765633 11.279941,2014-05-29 12:06:18,673,Thursday ,Al lavoro,Bici,2135.887019852232,401
23516,43.760404 11.27934,2014-05-29 15:45:37,754,Thursday ,Verso casa,Bici,3333.3472304506554,401
23520,43.782637 11.270001,2014-05-30 04:21:56,1103,Friday   ,Al lavoro,Bici,4905.308581141003,401
23524,43.76041 11.279136,2014-05-30 14:19:01,502,Friday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,1669.275283975812,401
23528,43.770879 11.282502,2014-05-30 15:05:05,1583,Friday   ,Verso casa,Piedi,1816.1253568423404,401
23530,43.765584 11.280206,2014-06-01 07:43:31,2533,Sunday   ,Verso casa,Piedi,5410.847715876906,401
23534,43.779233 11.223702,2014-06-01 08:45:14,4171,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,11792.15173719533,401
23536,43.743197 11.114492,2014-06-01 13:04:08,3143,Sunday   ,Verso casa,Bici,11284.354807098514,401
23538,43.778125 11.227417,2014-06-01 15:15:22,1501,Sunday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,3509.763327930317,401
23542,43.776564 11.260928,2014-06-01 15:54:52,1597,Sunday   ,"Shopping (supermercato, fornaio, macellaio,...)",Bici,4085.094538988849,401
23546,43.766787 11.285351,2014-06-01 16:57:52,634,Sunday   ,"Shopping (abbigliamento, calzature, mobili...)",Bici,2552.281994866904,401
23548,43.782811 11.270044,2014-06-02 08:12:09,4329,Monday   ,"Svago (sport, escursioni, musei,...)",Bici,33380.648043151814,401
23552,43.718249 10.954452,2014-06-02 09:42:23,3246,Monday   ,"Svago (sport, escursioni, musei,...)",Bici,20087.20439939144,401
23556,43.741413 11.115105,2014-06-02 15:22:19,2630,Monday   ,Verso casa,Bici,15402.822023407442,401
23560,43.782695 11.269882,2014-06-03 04:27:02,1183,Tuesday  ,Al lavoro,Bici,4982.947180405045,401
23564,43.760319 11.279272,2014-06-03 12:01:10,387,Tuesday  ,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,1290.0233516681656,401
23568,43.770794 11.285397,2014-06-03 15:48:13,603,Tuesday  ,Verso casa,Bici,2266.936161259463,401
23572,43.782618 11.269708,2014-06-04 04:17:52,1149,Wednesday,Al lavoro,Bici,4941.96927060507,401
23576,43.76019 11.27925,2014-06-04 11:30:00,1511,Wednesday,"Svago (sport, escursioni, musei,...)",Bici,6477.889497611252,401
23580,43.760326 11.279198,2014-06-04 14:12:38,555,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,1744.965584487477,401
23584,43.767511 11.285649,2014-06-04 16:48:00,605,Wednesday,Verso casa,Bici,2411.9028727518294,401
23588,43.782522 11.269975,2014-06-05 08:56:59,2002,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,9765.154221998164,401
23592,43.820129 11.208873,2014-06-05 10:08:01,2123,Thursday ,Verso casa,Bici,10041.621701107637,401
23596,43.766547 11.286956,2014-06-05 13:58:28,1541,Thursday ,"Svago (sport, escursioni, musei,...)",Bici,7630.346882279977,401
23600,43.806813 11.249627,2014-06-05 15:28:08,983,Thursday ,Verso casa,Bici,4485.565277854296,401
23604,43.782408 11.270004,2014-06-07 07:07:51,8049,Saturday ,"Svago (sport, escursioni, musei,...)",Bici,62972.18994561978,401
23608,43.78283 11.269477,2014-06-07 13:21:07,1774,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,6655.482924787753,401
23612,43.782277 11.251026,2014-06-07 14:02:50,2612,Saturday ,"Shopping (abbigliamento, calzature, mobili...)",Bici,11901.242857492292,401
23616,43.827868 11.142077,2014-06-07 15:00:35,3621,Saturday ,Verso casa,Bici,17729.87974104382,401
23632,43.78264 11.269818,2014-06-10 04:20:14,1144,Tuesday  ,Al lavoro,Bici,4951.021605036644,401
23636,43.760282 11.279214,2014-06-10 14:37:25,599,Tuesday  ,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,2386.3477762859134,401
23638,43.770708 11.285521,2014-06-10 15:50:23,288,Tuesday  ,Verso casa,Bici,744.7142994243022,401
23642,43.782646 11.269673,2014-06-11 04:13:02,1016,Wednesday,Al lavoro,Bici,4943.101062837878,401
23646,43.760304 11.279158,2014-06-11 10:25:06,362,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,1642.5378340718153,401
23650,43.767165 11.285668,2014-06-11 10:37:40,681,Wednesday,Verso casa,Bici,2432.5738652055816,401
