tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
11672,43.99886041123326 10.266484029707062,2014-05-23 05:37:52,395,Friday   ,Al lavoro,Automobile,2527.608207025504,229
11674,43.99749448325919 10.29425308055627,2014-05-23 09:49:04,575,Friday   ,Verso casa,Automobile,2563.4098793711773,229
11748,43.99865537778558 10.26751819483142,2014-05-23 15:08:17,983,Friday   ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,9262.146259715566,229
11970,43.952653569760955 10.229297377282622,2014-05-23 17:36:22,748,Friday   ,Verso casa,Automobile,9282.087896168912,229
11972,43.998729680695995 10.26750887652563,2014-05-24 07:42:56,1154,Saturday ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,12386.304970872396,229
11974,43.92994297132088 10.204413765719464,2014-05-24 09:14:04,752,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,6251.45768053056,229
11976,43.97386198602407 10.186246203605334,2014-05-24 09:52:58,819,Saturday ,Verso casa,Automobile,8374.18612660905,229
11978,43.99896307718945 10.267424114112478,2014-05-24 11:46:33,877,Saturday ,"Svago (sport, escursioni, musei,...)",Automobile,7372.271305994926,229
11980,43.998906430246 10.266559421930715,2014-05-24 20:03:18,634,Saturday ,Verso casa,Automobile,4096.243347080714,229
11982,43.99595697810065 10.223260211058502,2014-05-24 20:33:21,604,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,6032.671710177545,229
11984,43.955191983976064 10.229912478020047,2014-05-24 22:58:28,1059,Saturday ,Verso casa,Automobile,9913.293088652394,229
12504,43.998791256027985 10.266264846685889,2014-05-25 06:47:03,978,Sunday   ,"Svago (sport, escursioni, musei,...)",Automobile,7770.365203859264,229
12506,43.99892507030727 10.266677127504336,2014-05-25 12:23:39,543,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,3536.284649964623,229
12876,43.97473490706382 10.165173543986688,2014-05-25 12:42:53,1531,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,9002.38608164446,229
12878,43.997176042014914 10.295091117267098,2014-05-26 09:50:39,721,Monday   ,Rifornimento carburante,Automobile,4588.6398137071,229
12880,43.99999331886826 10.27436339881287,2014-05-26 11:32:26,624,Monday   ,"Svago (sport, escursioni, musei,...)",Automobile,7163.025000883632,229
12882,44.02166796591427 10.287931172939912,2014-05-26 14:15:41,877,Monday   ,Verso casa,Automobile,7601.188584584186,229
14332,43.998741999975614 10.267140370475147,2014-05-28 05:38:20,332,Wednesday,Al lavoro,Automobile,2536.880386129329,229
14334,43.99638269436503 10.293515642332736,2014-05-28 09:47:27,189,Wednesday,Verso casa,Automobile,2483.6815341660304,229
14336,43.99873193257266 10.2668765815792,2014-05-28 10:47:58,1007,Wednesday,"Svago (sport, escursioni, musei,...)",Automobile,7755.65372802485,229
15022,43.99862008103792 10.266749680799318,2014-05-29 05:37:50,452,Thursday ,Al lavoro,Automobile,2568.303448023981,229
15024,43.99556124754409 10.254354941603605,2014-05-29 09:37:49,200,Thursday ,Prendere o lasciare qualcuno,Automobile,1177.1706915570785,229
15026,43.89989043538939 10.220566136532948,2014-05-29 14:43:12,214,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,2017.5300061795265,229
15028,43.9083699506 10.226108876836905,2014-05-29 15:22:41,1669,Thursday ,Verso casa,Automobile,17104.414857497148,229
15764,43.99875828275687 10.267153378577095,2014-05-31 06:36:58,858,Saturday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,8336.653973169137,229
15766,43.99839734048983 10.267116330131051,2014-05-31 14:18:13,5296,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,43791.04143716529,229
15768,43.87403967084359 10.24685949151434,2014-05-31 16:16:52,329,Saturday ,"Shopping (abbigliamento, calzature, mobili...)",Piedi,303.82686429191983,229
16760,43.87133470306327 10.246662970651572,2014-05-31 17:23:58,2325,Saturday ,Unknown,Unknown,19691.04313869148,229
