tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
14860,43.7065566 10.6589745,2014-05-29 06:35:30,1459,Thursday ,Al lavoro,Automobile,23379.72941835296,525
14862,43.6784707 10.477689,2014-05-29 07:54:07,438,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,2309.7129717636744,525
14864,43.6784707 10.477689,2014-05-29 09:13:53,364,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,3031.068205511999,525
14866,43.679101 10.4964633,2014-05-29 09:43:42,611,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,2382.5366070230248,525
14868,43.6784707 10.477689,2014-05-29 11:43:18,340,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,880.391895096695,525
14870,43.6784707 10.477689,2014-05-29 14:12:02,322,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,2323.278180397552,525
14872,43.6784707 10.477689,2014-05-29 14:20:26,442,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,1760.7657179059745,525
14874,43.6784707 10.477689,2014-05-29 15:17:49,562,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,2362.50364724273,525
14876,43.6784707 10.477689,2014-05-29 15:50:39,426,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,1693.9446519670796,525
15526,43.6630111 10.5408718,2014-05-29 17:04:41,1018,Thursday ,Verso casa,Automobile,13316.31538652198,525
15528,43.7065407 10.6589522,2014-05-30 06:36:44,1918,Friday   ,Al lavoro,Automobile,26303.40461437602,525
15530,43.678484 10.4777121,2014-05-30 07:10:42,513,Friday   ,Al lavoro,Automobile,3027.591904425335,525
15532,43.678484 10.4777121,2014-05-30 08:46:29,533,Friday   ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,3027.595770309093,525
15534,43.678484 10.4777121,2014-05-30 11:13:40,422,Friday   ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,5242.752556179272,525
15536,43.6791008 10.4964657,2014-05-30 11:53:09,1797,Friday   ,"Spostamento errato (Errore GPS, mai stato li')",Unknown,15686.899385174273,525
