tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
14822,44.05037849 10.06227339,2014-05-29 05:59:18,2401,Thursday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,60504.288552371465,30
14824,43.70156975 10.43905738,2014-05-29 06:42:57,173,Thursday ,"Servizi (dottore, banca, parrucchiere,...)",Autobus/mezzi urbani,593.9877570427712,30
14826,43.70043096 10.43908144,2014-05-29 08:01:14,767,Thursday ,Al lavoro,Automobile,7284.200174055379,30
14828,43.70607056 10.38306433,2014-05-29 17:09:25,2610,Thursday ,Verso casa,Automobile,56828.99489949908,30
15636,44.05107891 10.05912619,2014-05-30 05:17:11,387,Friday   ,Al lavoro,Piedi,323.50457480695366,30
15638,44.05043246 10.0645122,2014-05-30 05:27:12,2899,Friday   ,Al lavoro,Treno,49276.29824757124,30
15640,43.70915787 10.39715904,2014-05-30 06:17:54,621,Friday   ,Verso casa,Bici,1562.477462666393,30
16330,43.7098014 10.39108074,2014-05-30 16:02:11,3061,Friday   ,Verso casa,Treno,49086.53061040741,30
20300,44.05093542 10.05908461,2014-06-05 05:18:34,257,Thursday ,Al lavoro,Piedi,424.5356481980615,30
20302,44.04958405 10.06651771,2014-06-05 05:39:56,3727,Thursday ,Al lavoro,Treno,51050.4217298985,30
20304,43.71112287 10.38970292,2014-06-05 16:02:48,240,Thursday ,Verso casa,Autobus/mezzi urbani,1828.277011906002,30
22390,44.05092999 10.0626639,2014-06-05 16:42:15,371,Thursday ,Verso casa,Piedi,356.5062389171736,30
22392,44.04969132 10.06647411,2014-06-10 05:47:27,219,Tuesday  ,Al lavoro,Treno,6075.295862416865,30
22394,43.72382496 10.38760945,2014-06-10 06:31:20,400,Tuesday  ,Al lavoro,Treno,2164.7728192309105,30
22396,43.70895808 10.39667457,2014-06-10 06:43:29,410,Tuesday  ,Al lavoro,Bici,1510.4295288523606,30
22994,44.02355818 10.1365056,2014-06-11 05:33:06,2435,Wednesday,Al lavoro,Treno,42417.04553867688,30
22996,43.70927409 10.39787038,2014-06-11 06:20:38,482,Wednesday,Al lavoro,Bici,1533.5588706311994,30
22998,44.0210251 10.13968697,2014-06-11 16:37:09,762,Wednesday,Verso casa,Treno,7429.619016733442,30
23312,44.05082377 10.05803689,2014-06-11 17:04:12,1403,Wednesday,"Svago (sport, escursioni, musei,...)",Piedi,3670.472741883124,30
23836,44.05149161 10.05929779,2014-06-13 04:40:50,253,Friday   ,Al lavoro,Piedi,327.55022142659544,30
