tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
29214,43.70141522316759 10.40024742705253,2014-06-27 08:06:38,1704,Friday   ,Prendere o lasciare qualcuno,Automobile,9132.177269232096,814
29218,43.70145696602558 10.40032546467546,2014-06-27 14:54:44,709,Friday   ,Prendere o lasciare qualcuno,Automobile,3462.493465575152,814
29222,43.70122506520469 10.40007890696051,2014-06-27 19:41:32,872,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,8643.574299787804,814
29600,43.75951116092632 10.37485715249387,2014-06-27 22:14:38,1079,Friday   ,Verso casa,Automobile,10156.70699353932,814
30766,43.70325350305111 10.40121100135634,2014-06-30 08:54:34,523,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,2912.0533959004783,814
30768,43.7200842391886 10.40804777299126,2014-06-30 09:59:00,854,Monday   ,Verso casa,Motociclo,4978.092332909714,814
30772,43.70240412301608 10.40061798269359,2014-06-30 10:15:45,494,Monday   ,"Spostamento errato (Errore GPS, mai stato li')",Piedi,415.4995943202992,814
30992,43.63480538063772 10.60757367930178,2014-07-02 06:33:08,625,Wednesday,Al lavoro,Automobile,8082.789829980101,814
30996,43.66462113133615 10.63310983454618,2014-07-02 08:34:22,1433,Wednesday,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,20851.78939679472,814
30998,43.67348553041784 10.47533750081384,2014-07-02 10:00:19,421,Wednesday,Verso casa,Automobile,7800.224361724545,814
31002,43.70444265612465 10.40140674767735,2014-07-02 15:55:43,487,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,2251.0943811079665,814
31828,43.71561401383444 10.40391073008368,2014-07-02 19:09:02,336,Wednesday,Verso casa,Motociclo,2293.681253416928,814
31832,43.70129824047173 10.40076786346385,2014-07-05 09:45:06,646,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,9623.30494312165,814
32204,43.67538918033509 10.47516462860327,2014-07-05 10:49:03,521,Saturday ,Verso casa,Automobile,8670.800236824149,814
32932,43.701441 10.400501,2014-07-05 18:15:35,1476,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,13956.931665210164,814
34522,43.70133515416343 10.40019204338154,2014-07-12 08:03:54,673,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,9618.726371765566,814
34524,43.67477741471099 10.4751394274061,2014-07-12 09:15:04,533,Saturday ,Verso casa,Automobile,7916.646073586648,814
34526,43.70146479249297 10.40051919898791,2014-07-12 12:46:26,2406,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,22481.907705828216,814
34538,43.8423856379632 10.51761117723742,2014-07-12 17:05:51,1320,Saturday ,Verso casa,Automobile,1834.062908443496,814
34540,43.83886216646845 10.49790796752949,2014-07-12 17:28:05,2291,Saturday ,Verso casa,Automobile,21433.60297406921,814
34544,43.70181279703394 10.40034524870359,2014-07-12 19:30:49,881,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,8700.247418518391,814
34542,43.75959781483558 10.37459479495557,2014-07-12 22:08:09,1097,Saturday ,Verso casa,Automobile,10074.945315381769,814
34530,43.70163112676231 10.40040583849642,2014-07-17 15:14:36,2342,Thursday ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,41390.39368718776,814
34534,43.54213984352611 10.70117590795344,2014-07-17 16:16:05,1728,Thursday ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,24411.725910034664,814
35178,43.66513882106977 10.54176499540912,2014-07-17 17:47:44,1447,Thursday ,Verso casa,Automobile,16012.459982950028,814
36432,43.70203046397452 10.40009312614793,2014-07-20 13:02:52,578,Sunday   ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,8654.823664725578,814
36426,43.67477841142846 10.47518268349054,2014-07-20 13:53:57,1725,Sunday   ,"Svago (sport, escursioni, musei,...)",Automobile,26408.3009650202,814
36428,43.54766529355003 10.3384478806125,2014-07-20 18:07:28,1761,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,24951.27909661416,814
36542,43.75956375452665 10.37464515351056,2014-07-20 21:35:40,1027,Sunday   ,Verso casa,Automobile,10164.237217880716,814
