tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
20692,43.71320427399473 10.47677672469102,2014-06-06 09:16:44,865,Friday   ,Al lavoro,Automobile,9039.733273097852,578
20696,43.69241652548658 10.44880363159855,2014-06-06 11:09:05,1970,Friday   ,Prendere o lasciare qualcuno,Automobile,17963.60340752954,578
20700,43.78603312190975 10.36360586063039,2014-06-06 12:25:06,1400,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,12539.359838501814,578
20704,43.72452889573177 10.38873380051031,2014-06-06 14:01:42,328,Friday   ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,1582.940336578251,578
20706,43.72286764443268 10.40181577206627,2014-06-06 14:23:56,165,Friday   ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,1173.812556547165,578
20708,43.7265978008916 10.40424962529019,2014-06-06 15:05:19,2760,Friday   ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,25077.105528441243,578
21768,43.72251409575689 10.43098303490359,2014-06-06 16:24:01,475,Friday   ,Verso casa,Automobile,4951.671200388878,578
21772,43.71058844965297 10.48038697802506,2014-06-08 12:18:31,870,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,10610.793061408587,578
21776,43.72592553034772 10.3921327460654,2014-06-08 13:24:42,1770,Sunday   ,"Svago (sport, escursioni, musei,...)",Automobile,20874.177243582068,578
22262,43.84928246032804 10.49590498209977,2014-06-08 19:29:03,1651,Sunday   ,Verso casa,Automobile,20849.18456485079,578
22268,43.71287918188024 10.47647891567133,2014-06-09 05:47:08,1053,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,10237.131675206763,578
22264,43.72878832746645 10.39498368279114,2014-06-09 17:16:01,1025,Monday   ,Verso casa,Automobile,9194.655015301856,578
22270,43.71319802947689 10.47660841607533,2014-06-09 17:45:45,795,Monday   ,"Svago (sport, escursioni, musei,...)",Automobile,7503.733105548426,578
22284,43.67629523393108 10.47521802597723,2014-06-09 19:16:43,686,Monday   ,Verso casa,Automobile,7452.748997448521,578
22300,43.71308110192764 10.47670313158117,2014-06-10 05:43:36,915,Tuesday  ,Prendere o lasciare qualcuno,Motociclo,9601.480548380325,578
22558,43.72548778545458 10.39097093046679,2014-06-10 06:27:53,668,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,4850.433930758898,578
22562,43.70674040172594 10.41922330857293,2014-06-10 11:10:48,388,Tuesday  ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,1392.9426391860277,578
22598,43.71483488943774 10.41786032729821,2014-06-10 11:46:21,418,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,2758.121932638147,578
22570,43.70566290807322 10.4186396766551,2014-06-10 14:25:22,1942,Tuesday  ,Verso casa,Motociclo,16238.76445942603,578
22572,43.71294694956737 10.47662517988167,2014-06-10 15:09:25,949,Tuesday  ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,9478.56356799936,578
22566,43.67908699442044 10.43933032081503,2014-06-10 16:28:59,949,Tuesday  ,Verso casa,Automobile,9230.781737833113,578
22594,43.71287520047623 10.47667295672975,2014-06-10 18:05:32,1213,Tuesday  ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,10190.021957838417,578
23036,43.7245839648356 10.40838710033373,2014-06-10 21:55:48,632,Tuesday  ,Verso casa,Automobile,7535.828990225074,578
23064,43.71319107249725 10.47706690617881,2014-06-11 06:22:30,890,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,8000.109280127482,578
23062,43.72235789899131 10.40718035773412,2014-06-11 10:46:48,321,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Motociclo,1682.984552349493,578
23066,43.72572193391969 10.39115206339433,2014-06-11 12:52:50,548,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,3005.9166713091786,578
23038,43.72241083070982 10.40711447597519,2014-06-11 17:54:03,917,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Motociclo,5523.94487847833,578
23112,43.72051429938871 10.40017534979656,2014-06-11 18:42:01,918,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,5604.825366933407,578
23274,43.72256224979061 10.40697935969607,2014-06-11 22:06:06,613,Wednesday,Verso casa,Motociclo,7927.521446758842,578
23276,43.71340372138071 10.47648092732809,2014-06-12 06:49:58,866,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Motociclo,9077.262921442232,578
23280,43.72573970355441 10.39140670561268,2014-06-12 07:17:01,226,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,696.3988261551228,578
23704,43.72563350484123 10.39104066790118,2014-06-12 12:09:21,694,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,4798.021037896217,578
23706,43.72249833777894 10.40861332790033,2014-06-12 16:17:50,282,Thursday ,"Shopping (supermercato, fornaio, macellaio,...)",Motociclo,2115.5473453232685,578
23710,43.71474775955427 10.40991956369058,2014-06-12 16:28:56,761,Thursday ,Verso casa,Motociclo,7803.422698858671,578
24208,43.71408785231756 10.47590785660825,2014-06-13 06:00:44,780,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,9231.298017263372,578
24212,43.72180653740068 10.38936839439942,2014-06-13 15:38:51,197,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,1137.7016206455903,578
24214,43.72567013375807 10.39091401734426,2014-06-13 17:17:36,885,Friday   ,Verso casa,Motociclo,9179.067864641083,578
24216,43.71311538391161 10.47674847767733,2014-06-14 10:11:28,1863,Saturday ,Prendere o lasciare qualcuno,Automobile,18112.539444279508,578
24220,43.69189663794236 10.45662486926695,2014-06-14 10:48:00,304,Saturday ,Prendere o lasciare qualcuno,Automobile,1052.693062329327,578
24850,43.69352348152891 10.4483605641969,2014-06-14 11:29:21,758,Saturday ,Verso casa,Automobile,8459.315064824914,578
24852,43.71304438919174 10.47608647496484,2014-06-14 17:06:38,610,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Motociclo,7173.802982989261,578
24856,43.72436557434847 10.40822147392706,2014-06-14 17:21:52,702,Saturday ,"Svago (sport, escursioni, musei,...)",Motociclo,2799.338041072859,578
24860,43.73651237696757 10.39828564972654,2014-06-14 19:26:56,473,Saturday ,Prendere o lasciare qualcuno,Motociclo,2206.036672746652,578
24862,43.72812477410186 10.4059447813876,2014-06-14 19:37:37,641,Saturday ,Verso casa,Motociclo,8093.111810207931,578
24864,43.71307955127556 10.47651043162725,2014-06-14 19:50:31,861,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,8749.851456678929,578
24866,43.72336632576186 10.40437652730421,2014-06-15 00:54:10,832,Sunday   ,Verso casa,Automobile,8337.08333401561,578
24870,43.71847934093672 10.47029684298716,2014-06-15 18:33:48,561,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,5289.639826221399,578
25564,43.71094539299952 10.43371360749978,2014-06-15 20:35:00,1749,Sunday   ,Verso casa,Automobile,15859.7758163054,578
27182,43.71312615465719 10.47696389258884,2014-06-21 09:17:14,922,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Motociclo,8928.024885990359,578
27184,43.72243098918696 10.40684055537955,2014-06-21 09:38:05,395,Saturday ,Prendere o lasciare qualcuno,Motociclo,1544.0238842771978,578
27188,43.72563488785525 10.39100563154592,2014-06-21 10:03:26,2293,Saturday ,"Svago (sport, escursioni, musei,...)",Motociclo,20874.7599788878,578
27192,43.71276606809694 10.47622863204263,2014-06-22 10:05:02,688,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Motociclo,9171.28105374847,578
27194,43.72579552702953 10.39075995796397,2014-06-22 10:50:59,494,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Motociclo,4104.964461648511,578
27198,43.71446 10.402233,2014-06-22 11:08:52,602,Sunday   ,Rifornimento carburante,Motociclo,2799.963318160487,578
27202,43.72100095268685 10.3884747997023,2014-06-22 11:25:28,1420,Sunday   ,"Svago (sport, escursioni, musei,...)",Motociclo,18007.21640831388,578
27220,43.60648864884264 10.2920421771801,2014-06-22 15:45:31,2063,Sunday   ,Verso casa,Motociclo,28092.815490631805,578
27224,43.71174000000001 10.476564,2014-06-22 18:18:33,595,Sunday   ,Prendere o lasciare qualcuno,Automobile,7397.706901863529,578
27682,43.71317514688121 10.47675099224828,2014-06-23 05:52:54,941,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,9737.496762498098,578
27686,43.72571870688697 10.39110152051821,2014-06-23 15:22:25,851,Monday   ,Verso casa,Motociclo,9109.235343013608,578
27690,43.71796842202889 10.47930420377336,2014-06-23 16:27:20,1158,Monday   ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,13291.077544774666,578
27692,43.77974455714578 10.38743854501321,2014-06-23 16:51:06,330,Monday   ,Prendere o lasciare qualcuno,Automobile,2254.0326718121205,578
27694,43.786316 10.363541,2014-06-23 17:48:22,1611,Monday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,14412.512778742188,578
27696,43.71439639017332 10.41828277521806,2014-06-23 18:48:27,303,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,1922.4933975285912,578
27704,43.72164283883173 10.40724724532143,2014-06-23 21:56:21,699,Monday   ,Verso casa,Automobile,7975.648929958502,578
27698,43.7128529465233 10.47656591982625,2014-06-24 05:54:55,1143,Tuesday  ,Prendere o lasciare qualcuno,Automobile,9177.177336225252,578
27700,43.72864306908448 10.39449485019817,2014-06-24 06:16:31,374,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,1193.4271687683772,578
28420,43.72179115660836 10.38949294948055,2014-06-24 06:38:19,388,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,1655.911722594657,578
28424,43.72750987768521 10.39300957695618,2014-06-24 16:02:06,430,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,2779.321970347896,578
28426,43.71315804779874 10.47667505220554,2014-06-25 06:16:07,2318,Wednesday,"Servizi (dottore, banca, parrucchiere,...)",Automobile,24601.06454360706,578
28688,43.86701907035323 10.52250637673822,2014-06-25 06:55:22,2929,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,23422.8615021908,578
28692,43.74115 10.426314,2014-06-25 16:11:42,1808,Wednesday,"Servizi (dottore, banca, parrucchiere,...)",Automobile,18962.67780413889,578
28696,43.86712799999999 10.522128,2014-06-25 16:57:57,2001,Wednesday,Verso casa,Automobile,24134.601499303542,578
28698,43.71298458431261 10.47679692507766,2014-06-26 05:54:13,1016,Thursday ,Prendere o lasciare qualcuno,Automobile,9682.274864359975,578
28700,43.72829744130721 10.39408522659018,2014-06-26 06:18:31,481,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,1159.0504394355253,578
28970,43.72203360315758 10.38903060370161,2014-06-26 06:38:45,381,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,1429.525311244092,578
28974,43.72956289913851 10.39508686401918,2014-06-26 14:33:38,1001,Thursday ,Verso casa,Automobile,9277.171953647616,578
29254,43.71312598701913 10.47638772056482,2014-06-27 05:45:16,1480,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,10078.223452744349,578
29256,43.72479527261454 10.38849969395472,2014-06-27 15:29:20,130,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,297.7223335823179,578
29258,43.7255010707711 10.3908530809082,2014-06-27 15:48:01,794,Friday   ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,4802.658217494046,578
29262,43.71026813522326 10.43066334911662,2014-06-27 16:06:43,864,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,3846.209168283509,578
29264,43.71321726594466 10.476615456874,2014-06-28 07:12:15,1443,Saturday ,Prendere o lasciare qualcuno,Automobile,13799.025058943897,578
29266,43.72214696839799 10.40733056143895,2014-06-28 07:42:19,1562,Saturday ,Al lavoro,Automobile,12221.335393717727,578
29268,43.69340114765214 10.44839987532277,2014-06-28 08:12:07,609,Saturday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,4211.782543147054,578
29270,43.70742742441939 10.40753751062826,2014-06-28 08:26:03,1519,Saturday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,7730.049840429352,578
29272,43.70728044774729 10.40752401576415,2014-06-28 09:19:03,808,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,3681.5679832316655,578
29274,43.72548271440317 10.41761867702978,2014-06-28 10:08:31,701,Saturday ,Verso casa,Automobile,6547.878394250555,578
29276,43.71319128204482 10.47677001916848,2014-06-28 10:26:00,1429,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,15742.368764057745,578
29278,43.78628235780054 10.36320805550587,2014-06-28 11:02:41,1066,Saturday ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Automobile,9537.68238979944,578
29280,43.72600951701749 10.3911710064955,2014-06-28 11:25:19,476,Saturday ,Prendere o lasciare qualcuno,Automobile,647.8293058890077,578
29282,43.7255203491484 10.3918269742377,2014-06-28 11:38:33,647,Saturday ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,4284.223546344551,578
29284,43.71977975130426 10.42357007973867,2014-06-28 12:38:19,308,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,2049.872931777857,578
30484,43.72582511514773 10.40314639919475,2014-06-28 12:49:05,654,Saturday ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,2909.9642346883,578
30488,43.72461175084462 10.38905759342982,2014-06-28 18:18:27,660,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,3195.4555876920635,578
30492,43.72144657656897 10.407243473465,2014-06-28 22:17:50,714,Saturday ,Verso casa,Automobile,7875.839194237289,578
