tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
13810,43.7207992 10.3747193,2014-05-27 12:02:30,438,Tuesday  ,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,2065.47126558319,381
13812,43.7212632 10.3909052,2014-05-27 14:40:08,895,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,7589.841894069741,381
13814,43.7197866 10.3858886,2014-05-27 15:02:40,388,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,927.4253250594422,381
13816,43.7197866 10.3858886,2014-05-27 15:13:30,327,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1814.0987624675508,381
13818,43.7197866 10.3858886,2014-05-27 15:25:28,324,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1440.968915584932,381
13820,43.7184007 10.3804607,2014-05-27 15:31:58,583,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,3255.0676780524827,381
13822,43.7184007 10.3804607,2014-05-27 15:51:24,517,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,927.4253250594422,381
13824,43.7184007 10.3804607,2014-05-27 16:04:23,1093,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,5805.46143589812,381
13826,43.7170609 10.4031095,2014-05-27 16:37:52,401,Tuesday  ,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,1287.945803525433,381
13828,43.7170609 10.4031095,2014-05-27 16:45:39,326,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,643.9672953586614,381
13830,43.7170609 10.4031095,2014-05-27 17:08:31,1998,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,4338.617106935224,381
13832,43.7202084 10.4017002,2014-05-27 17:47:16,711,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2492.3245856751864,381
13834,43.7230499 10.407628,2014-05-27 18:17:28,843,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1895.0235008757768,381
13836,43.7250578 10.4049045,2014-05-27 18:33:41,522,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1090.257782759977,381
13838,43.7230265 10.4076035,2014-05-27 18:47:46,639,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1644.1664582256633,381
13840,43.7251275 10.4047043,2014-05-27 19:00:36,712,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,958.9773447401644,381
13842,43.7230265 10.4076035,2014-05-27 19:15:45,836,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1946.0210692155213,381
13844,43.7230265 10.4076035,2014-05-27 19:40:31,382,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1185.4628276059868,381
14376,43.7211256 10.3911653,2014-05-28 09:40:07,383,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1767.4019719822477,381
14378,43.7184007 10.3804607,2014-05-28 10:26:48,506,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Piedi,5406.71463050162,381
14380,43.7202084 10.4017002,2014-05-28 11:17:44,392,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Piedi,971.8029837108623,381
14382,43.7204771 10.4037755,2014-05-28 11:27:32,771,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,8672.596003140145,381
14384,43.7207992 10.3747193,2014-05-28 13:29:39,260,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,907.0493812337754,381
14386,43.7197866 10.3858886,2014-05-28 13:35:04,326,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,907.0531282614198,381
14388,43.7197866 10.3858886,2014-05-28 13:54:37,1042,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,2922.689718821197,381
14390,43.7197866 10.3858886,2014-05-28 14:26:05,456,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Bici,1904.681578114653,381
14392,43.7197866 10.3858886,2014-05-28 14:40:11,782,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,4625.833468843623,381
14394,43.7197866 10.3858886,2014-05-28 15:24:38,326,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Autobus/mezzi urbani,1814.0987624675508,381
14396,43.7197866 10.3858886,2014-05-28 15:40:55,325,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Autobus/mezzi urbani,1814.0987624675508,381
14398,43.7197866 10.3858886,2014-05-28 15:51:46,391,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Motociclo,927.4253250594422,381
14400,43.7197866 10.3858886,2014-05-28 16:13:28,326,Wednesday,"Shopping (supermercato, fornaio, macellaio,...)",Bici,1440.968915584932,381
