tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
17440,43.72550014872104 10.390592571347952,2014-06-04 15:44:31,1021,Wednesday,Verso casa,Automobile,5302.730430271716,685
17442,43.715086597949266 10.422363001853228,2014-06-04 18:45:26,761,Wednesday,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,3779.334741609676,685
17444,43.71152462437749 10.40572970174253,2014-06-04 19:23:15,916,Wednesday,"Svago (sport, escursioni, musei,...)",Piedi,1144.3569881264034,685
17446,43.71603538747877 10.402209553867579,2014-06-04 19:54:51,585,Wednesday,"Attività Sociali (bar, amici, parenti, feste,...)",Piedi,559.7688750261553,685
17448,43.71378304436803 10.40864584967494,2014-06-04 20:40:20,154,Wednesday,Verso casa,Automobile,1330.951256632006,685
20446,43.71502675116062 10.4218066111207,2014-06-05 04:41:11,1160,Thursday ,Prendere o lasciare qualcuno,Automobile,4973.772456473664,685
20448,43.71484779752791 10.422387393191457,2014-06-05 05:39:55,761,Thursday ,Al lavoro,Automobile,4274.099204199763,685
20450,43.750979541800916 10.355781773105264,2014-06-05 08:28:56,287,Thursday ,"Spostamento errato (Errore GPS, mai stato li')",Piedi,7663.438448771838,685
20452,43.728601704351604 10.38698986172676,2014-06-05 10:51:25,1014,Thursday ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,7971.898982122266,685
20454,43.69273851625621 10.384651478379965,2014-06-05 11:44:22,692,Thursday ,Al lavoro,Automobile,5319.3168993939535,685
20456,43.72912150807679 10.390484696254134,2014-06-05 16:51:51,1264,Thursday ,Verso casa,Automobile,4556.040713112419,685
20754,43.71196915861219 10.421447781845927,2014-06-06 05:40:44,766,Friday   ,Al lavoro,Automobile,4196.529083580482,685
20756,43.728098161518574 10.387602746486664,2014-06-06 06:28:05,120,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Piedi,485.7249479013527,685
20758,43.729781373403966 10.388374468311667,2014-06-06 09:05:02,209,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Piedi,440.6116404613895,685
20760,43.72900583781302 10.390234747901559,2014-06-06 10:24:18,727,Friday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,4110.559196787025,685
20762,43.71233632788062 10.421086773276329,2014-06-06 11:13:14,672,Friday   ,Al lavoro,Automobile,3700.717483349649,685
20764,43.727493826299906 10.392141379415989,2014-06-06 17:26:10,760,Friday   ,Verso casa,Automobile,3434.2464367584234,685
21632,43.12295253854245 12.041378729045391,2014-06-08 07:43:46,2964,Sunday   ,"Svago (sport, escursioni, musei,...)",Automobile,47664.360452591005,685
21638,42.98835350666195 12.673820899799466,2014-06-08 15:53:42,4035,Sunday   ,Verso casa,Automobile,107387.50544160696,685
21640,43.41009655036032 11.765229301527143,2014-06-08 17:16:43,6115,Sunday   ,Verso casa,Automobile,180078.4444590883,685
22082,43.71503416914493 10.42287178337574,2014-06-09 05:49:52,760,Monday   ,Al lavoro,Automobile,3583.352305795007,685
22084,43.72754415962845 10.389393037185073,2014-06-09 16:33:52,279,Monday   ,Prendere o lasciare qualcuno,Automobile,601.5814727729664,685
22086,43.72534998692572 10.390075910836458,2014-06-09 16:43:49,1961,Monday   ,"Svago (sport, escursioni, musei,...)",Automobile,17673.498996541388,685
22088,43.62672486808151 10.289284866303205,2014-06-09 18:55:49,358,Monday   ,"Svago (sport, escursioni, musei,...)",Piedi,303.9177137005312,685
22090,43.62818591762334 10.291625261306763,2014-06-09 19:05:28,1175,Monday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,17589.14007723926,685
22092,43.71332773938775 10.404591271653771,2014-06-09 20:46:47,636,Monday   ,Verso casa,Automobile,2425.0218155166485,685
23054,43.71321688871831 10.42457565665245,2014-06-11 06:15:05,134,Wednesday,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,903.8786183003205,685
23056,43.71535490266979 10.412787515670061,2014-06-11 06:35:11,465,Wednesday,Al lavoro,Automobile,2431.81946655702,685
23058,43.72606756165624 10.403445716947317,2014-06-11 06:47:17,266,Wednesday,Al lavoro,Automobile,1272.0336093354076,685
23060,43.727696794085205 10.389780197292566,2014-06-11 16:52:30,531,Wednesday,Verso casa,Automobile,3675.14234857263,685
23352,43.721534670330584 10.418684352189302,2014-06-12 06:16:15,449,Thursday ,Al lavoro,Automobile,2567.890556777588,685
23354,43.728724415414035 10.390081107616425,2014-06-12 16:03:37,1111,Thursday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,3208.890350910695,685
23356,43.71009450405836 10.405839420855045,2014-06-12 16:34:36,382,Thursday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,2650.872487031268,685
23358,43.71000590734184 10.43120825663209,2014-06-12 16:48:59,277,Thursday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,1102.724404841917,685
23360,43.71252626180649 10.420823749154806,2014-06-12 17:38:22,267,Thursday ,Prendere o lasciare qualcuno,Automobile,1236.495587201624,685
24226,43.714598938822746 10.423847856000066,2014-06-14 07:08:17,314,Saturday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,1209.6934608001768,685
24228,43.708194410428405 10.435962220653892,2014-06-14 07:23:11,2090,Saturday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,44759.54656097113,685
24230,43.88686779420823 10.260902233421803,2014-06-14 08:29:41,1441,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,38782.2014578963,685
26216,43.71462320443243 10.424077939242125,2014-06-19 05:39:03,1490,Thursday ,Al lavoro,Automobile,8882.140367840077,685
26218,43.7145417323336 10.42091092094779,2014-06-19 16:44:21,615,Thursday ,Prendere o lasciare qualcuno,Automobile,2513.3076196857137,685
26474,43.71321718208492 10.428275763988495,2014-06-19 20:11:05,239,Thursday ,Prendere o lasciare qualcuno,Automobile,1777.3145971756962,685
26476,43.7147835502401 10.422600209712982,2014-06-20 05:47:10,921,Friday   ,Al lavoro,Automobile,5982.371319461247,685
26478,43.72563635464758 10.402249535545707,2014-06-20 17:10:21,468,Friday   ,Prendere o lasciare qualcuno,Automobile,3635.5994405715214,685
26480,43.70858865324408 10.41346661746502,2014-06-20 18:18:45,289,Friday   ,Verso casa,Automobile,1323.6860687226758,685
26814,43.86279295664281 10.249358844012022,2014-06-21 07:45:04,2557,Saturday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,34503.56247793962,685
26816,43.73805255163461 10.522658424451947,2014-06-21 08:34:07,280,Saturday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,1792.0991934942483,685
26818,43.723191688768566 10.513932527974248,2014-06-21 08:52:00,902,Saturday ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,10531.662461109512,685
26820,43.724659527651966 10.408686837181449,2014-06-21 09:39:10,326,Saturday ,Verso casa,Automobile,2059.061438879143,685
26822,43.71409988030791 10.422120010480285,2014-06-21 17:35:45,1270,Saturday ,"Svago (sport, escursioni, musei,...)",Piedi,1773.5251159967747,685
26824,43.71807365678251 10.404397314414382,2014-06-21 20:16:43,587,Saturday ,Verso casa,Automobile,2107.2077252395657,685
27046,43.718825806863606 10.425365986302495,2014-06-22 17:20:57,718,Sunday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,10487.655995153356,685
27048,43.69914048817009 10.514708273112774,2014-06-22 18:35:41,910,Sunday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,11772.003452374029,685
27050,43.720270888879895 10.411817645654082,2014-06-22 19:25:38,164,Sunday   ,Prendere o lasciare qualcuno,Automobile,1518.804830954021,685
27478,43.71299652848393 10.424030413851142,2014-06-22 19:37:14,98,Sunday   ,Verso casa,Automobile,656.466993285856,685
27480,43.71478489134461 10.424063606187701,2014-06-23 06:50:39,172,Monday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,1035.9347841672088,685
27482,43.71418659109622 10.416272711008787,2014-06-23 07:07:48,802,Monday   ,Al lavoro,Automobile,4210.523094800928,685
27484,43.72041610535234 10.411572642624378,2014-06-23 16:56:23,210,Monday   ,Verso casa,Automobile,1568.3645474842692,685
28294,43.71470513753593 10.423950785771012,2014-06-24 05:20:09,135,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,693.3037091605105,685
28296,43.714812216348946 10.413195546716452,2014-06-24 05:58:43,812,Tuesday  ,Al lavoro,Automobile,3744.732068282861,685
28298,43.72880144510418 10.390106169506907,2014-06-24 17:00:26,485,Tuesday  ,Verso casa,Automobile,3967.747578014209,685
28546,43.72009956277907 10.42108979076147,2014-06-25 05:29:52,391,Wednesday,Al lavoro,Automobile,2893.108209566861,685
28548,43.72884058859199 10.390060488134623,2014-06-25 17:13:03,784,Wednesday,Prendere o lasciare qualcuno,Automobile,5088.145029769521,685
28550,43.71009341441095 10.414680233225226,2014-06-25 17:38:03,244,Wednesday,Verso casa,Automobile,1248.3892424417318,685
28824,43.71466062963009 10.414566826075315,2014-06-26 05:41:49,486,Thursday ,Al lavoro,Automobile,3984.9911568896505,685
28826,43.72878145426512 10.389766031876206,2014-06-26 10:50:33,691,Thursday ,Verso casa,Automobile,3805.9734044780025,685
28828,43.714411184191704 10.42372246272862,2014-06-26 11:55:51,620,Thursday ,Al lavoro,Automobile,4466.833334738961,685
28830,43.72746293898672 10.391207383945584,2014-06-26 16:46:42,642,Thursday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,3444.960108795741,685
30414,43.71460899710655 10.424196710810065,2014-06-30 05:31:14,185,Monday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,1105.2898278868788,685
30416,43.71477420441806 10.413257656618953,2014-06-30 05:49:18,595,Monday   ,Al lavoro,Automobile,3671.955611668088,685
30418,43.728908356279135 10.388766657561064,2014-06-30 19:51:42,511,Monday   ,Verso casa,Automobile,3773.490971682686,685
30838,43.71463460382074 10.424063690006733,2014-07-01 06:07:35,138,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,1029.8963914037154,685
30840,43.71496694628149 10.421378379687667,2014-07-01 06:27:11,630,Tuesday  ,Al lavoro,Automobile,3540.7610616318466,685
30842,43.72867529746145 10.390171213075519,2014-07-01 16:46:21,3669,Tuesday  ,"Svago (sport, escursioni, musei,...)",Automobile,65386.77804837523,685
31792,43.71259616687894 10.422395439818501,2014-07-04 05:26:22,843,Friday   ,Al lavoro,Automobile,3857.2543539450458,685
31794,43.728774539195 10.389938363805413,2014-07-04 10:59:15,671,Friday   ,Prendere o lasciare qualcuno,Automobile,8403.652459917574,685
31796,43.70931012555957 10.398946646600962,2014-07-04 11:17:24,876,Friday   ,Verso casa,Automobile,6140.669845019415,685
31798,43.71465534903109 10.424310453236103,2014-07-04 12:17:08,644,Friday   ,Al lavoro,Automobile,4300.822809479086,685
33076,43.715060194954276 10.424360912293196,2014-07-10 17:31:41,320,Thursday ,Prendere o lasciare qualcuno,Automobile,1575.4639208399724,685
33078,43.70951548218727 10.414000796154141,2014-07-10 17:50:33,365,Thursday ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Automobile,1785.0469176308272,685
33080,43.71792952995747 10.40976818650961,2014-07-10 18:02:24,946,Thursday ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,12057.190569707223,685
34394,43.714751112274826 10.423867804929614,2014-07-15 06:27:04,277,Tuesday  ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,1127.3219283796752,685
34396,43.70758617762476 10.436970815062523,2014-07-15 06:45:35,175,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,1696.793882405911,685
34398,43.714199122041464 10.414411760866642,2014-07-15 07:05:06,803,Tuesday  ,Al lavoro,Automobile,3395.0765659896747,685
34400,43.71488136705011 10.422265520319343,2014-07-15 17:41:39,3777,Tuesday  ,"Svago (sport, escursioni, musei,...)",Automobile,82642.25390614357,685
34404,43.87596256099641 11.096131475642323,2014-07-15 21:41:56,3156,Tuesday  ,Verso casa,Automobile,73284.40388731143,685
34406,43.72859830968082 10.390273472294211,2014-07-16 16:55:00,1063,Wednesday,Verso casa,Automobile,6232.907712870472,685
34408,43.71478271204978 10.424307100474834,2014-07-16 17:49:48,65,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,652.5269431346031,685
34410,43.709912658669055 10.431770766153932,2014-07-16 18:36:42,397,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,2664.8982105985096,685
34412,43.71101228054613 10.414173044264317,2014-07-16 19:03:51,218,Wednesday,Verso casa,Automobile,1043.5549302699876,685
34484,43.714242707937956 10.424084812402725,2014-07-17 05:50:41,527,Thursday ,Al lavoro,Automobile,3995.9058049117048,685
34486,43.71888871304691 10.419171759858727,2014-07-17 10:26:00,179,Thursday ,Verso casa,Automobile,587.936284977075,685
34488,43.71436445508152 10.42424138635397,2014-07-17 11:37:14,457,Thursday ,Al lavoro,Automobile,3745.681729321152,685
34894,43.72894754167646 10.390085633844137,2014-07-17 16:30:51,663,Thursday ,Verso casa,Automobile,3792.6586552353024,685
34896,43.70818766299635 10.43614586815238,2014-07-18 05:53:12,214,Friday   ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,761.4941541243601,685
34898,43.705224953591824 10.442252587527037,2014-07-18 06:45:09,283,Friday   ,Verso casa,Automobile,1840.499137303521,685
34900,43.71238452382386 10.423099100589752,2014-07-18 07:11:07,926,Friday   ,Al lavoro,Automobile,5464.638269033316,685
34902,43.728727265261114 10.39014682173729,2014-07-18 16:59:21,740,Friday   ,Prendere o lasciare qualcuno,Automobile,2967.1799263587336,685
34904,43.70865189470351 10.399229368194938,2014-07-18 17:33:09,1737,Friday   ,"Svago (sport, escursioni, musei,...)",Automobile,40690.618157390825,685
34906,43.95659424830228 10.198919484391809,2014-07-18 18:07:12,379,Friday   ,"Svago (sport, escursioni, musei,...)",Piedi,3209.697986905033,685
35216,43.94553013611585 10.182902254164219,2014-07-18 21:13:43,2270,Friday   ,Verso casa,Automobile,51594.49385932154,685
35328,43.71486317832023 10.424173325300217,2014-07-21 06:55:31,151,Monday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,988.0867674927608,685
35330,43.71453858911991 10.415770299732685,2014-07-21 07:21:38,104,Monday   ,Verso casa,Automobile,627.5645487195166,685
35332,43.71309090871364 10.424504997208714,2014-07-21 08:30:44,798,Monday   ,Al lavoro,Automobile,4439.857298855957,685
37204,43.710376345552504 10.410876693204045,2014-07-21 17:47:29,273,Monday   ,Prendere o lasciare qualcuno,Automobile,1234.1395065403829,685
37206,43.708690074272454 10.399682661518455,2014-07-21 18:03:33,1249,Monday   ,Prendere o lasciare qualcuno,Automobile,15599.072748138144,685
35334,43.72858515009284 10.390173811465502,2014-07-21 18:42:21,728,Monday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,3773.758149663467,685
