tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
11172,43.70410525709735 10.44185562060256,2014-05-21 12:16:23,985,Wednesday,"Servizi (dottore, banca, parrucchiere,...)",Automobile,5693.900313139243,179
11174,43.72375415642162 10.40071858094111,2014-05-21 12:40:29,464,Wednesday,"Servizi (dottore, banca, parrucchiere,...)",Piedi,1219.8562563742717,179
11590,43.73162266802389 10.39675737732127,2014-05-21 13:14:24,293,Wednesday,"Servizi (dottore, banca, parrucchiere,...)",Automobile,597.2981302114348,179
12066,43.74499783855281 10.37019152195227,2014-05-25 08:40:07,1455,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,8381.663963073746,179
12070,43.71203902181584 10.42186914012807,2014-05-25 10:29:18,3118,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,54096.47841057399,179
12856,44.04988231607158 10.12829516083945,2014-05-25 14:42:58,6528,Sunday   ,Verso casa,Automobile,45552.8565893124,179
13860,43.74515093401423 10.37003193051589,2014-05-27 05:07:31,1365,Tuesday  ,Al lavoro,Automobile,14430.49490153108,179
13852,43.705095 10.438124,2014-05-27 12:04:32,799,Tuesday  ,Verso casa,Automobile,5801.894753053267,179
13854,43.727525 10.392996,2014-05-27 12:21:00,474,Tuesday  ,Verso casa,Automobile,2902.0693195966173,179
13856,43.745262 10.37018,2014-05-27 13:59:34,417,Tuesday  ,"Svago (sport, escursioni, musei,...)",Automobile,2518.661883419108,179
14458,43.729817 10.384275,2014-05-27 15:36:21,2262,Tuesday  ,Verso casa,Automobile,14322.88764514148,179
15510,43.74529351018717 10.37016553805244,2014-05-29 04:55:35,1375,Thursday ,Al lavoro,Automobile,14675.41811350023,179
15512,43.70776986707347 10.43770456687588,2014-05-29 12:38:54,218,Thursday ,Verso casa,Automobile,1381.8875243342568,179
15516,43.70803838134157 10.43005423621315,2014-05-29 12:51:47,1368,Thursday ,Verso casa,Automobile,8701.213826840965,179
15520,43.74529086988767 10.37025597878766,2014-05-30 04:54:59,981,Friday   ,Al lavoro,Automobile,13624.880588276455,179
15522,43.7011903245409 10.38331389428152,2014-05-30 12:38:01,5771,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,153300.38411110523,179
15524,42.76443779472518 11.10989003443263,2014-05-30 14:18:09,346,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,1989.299049427087,179
