tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
15392,43.7116992516432 10.41701043325833,2014-05-30 06:24:59,664,Friday   ,Al lavoro,Motociclo,3487.4834554526183,446
15400,43.71181359581436 10.4164082700308,2014-05-30 16:09:39,1654,Friday   ,"Shopping (abbigliamento, calzature, mobili...)",Motociclo,8404.71232393401,446
15920,43.71581041488143 10.40239855507116,2014-05-30 17:35:22,471,Friday   ,Verso casa,Motociclo,2029.382144420532,446
15922,43.71494768470725 10.42115643491098,2014-05-31 05:47:35,354,Saturday ,Prendere o lasciare qualcuno,Automobile,2671.510272149378,446
15924,43.72393157663814 10.399427404244,2014-05-31 05:55:55,2685,Saturday ,"Svago (sport, escursioni, musei,...)",Automobile,64562.022792310985,446
15928,44.13758442835018 9.91718142801805,2014-05-31 06:49:00,2572,Saturday ,"Svago (sport, escursioni, musei,...)",Automobile,32242.33132466052,446
15930,44.16908685390189 10.15368284380857,2014-05-31 12:51:11,2185,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,21877.956613004502,446
16258,44.21020628829366 9.968349520030703,2014-05-31 13:56:17,3917,Saturday ,Verso casa,Automobile,80011.26718911041,446
16260,43.71174961887191 10.41656674042278,2014-06-02 08:14:39,1112,Monday   ,"Svago (sport, escursioni, musei,...)",Motociclo,10462.831293187244,446
16262,43.70773974573687 10.50389704666807,2014-06-02 08:39:05,3341,Monday   ,"Svago (sport, escursioni, musei,...)",Motociclo,39387.82390104501,446
16264,43.47552608666389 10.72795982707859,2014-06-02 10:10:51,412,Monday   ,"Svago (sport, escursioni, musei,...)",Motociclo,1276.2824231546738,446
16268,43.47004170049453 10.73718410474281,2014-06-02 11:24:08,1155,Monday   ,"Svago (sport, escursioni, musei,...)",Motociclo,4151.867958278378,446
16272,43.45489999999999 10.705364,2014-06-02 12:38:59,1009,Monday   ,"Svago (sport, escursioni, musei,...)",Motociclo,2391.4721654124555,446
16274,43.4424246571578 10.69404126001258,2014-06-02 13:50:22,682,Monday   ,"Svago (sport, escursioni, musei,...)",Motociclo,1705.5619685182476,446
16276,43.44999226487386 10.70490469152772,2014-06-02 14:06:10,738,Monday   ,"Svago (sport, escursioni, musei,...)",Motociclo,3846.028618582407,446
16278,43.47542392342395 10.72843435551595,2014-06-02 14:49:26,679,Monday   ,"Svago (sport, escursioni, musei,...)",Motociclo,4734.030755927095,446
16280,43.51280354846875 10.71692728910004,2014-06-02 15:08:38,2456,Monday   ,Verso casa,Motociclo,38238.80437438777,446
16718,43.71212889146472 10.4222208953084,2014-06-02 16:00:51,324,Monday   ,Verso casa,Motociclo,465.8013546291252,446
16720,43.7119353485724 10.41653013089481,2014-06-03 06:23:06,318,Tuesday  ,"Servizi (dottore, banca, parrucchiere,...)",Motociclo,790.5948902566552,446
16724,43.71403610503042 10.4209642606805,2014-06-03 06:38:15,384,Tuesday  ,"Servizi (dottore, banca, parrucchiere,...)",Motociclo,1974.8705481369009,446
16728,43.71037271211004 10.40026832339227,2014-06-03 06:53:55,386,Tuesday  ,Al lavoro,Motociclo,1684.1354898999975,446
16732,43.72131607928758 10.3991001774486,2014-06-03 14:48:14,365,Tuesday  ,"Servizi (dottore, banca, parrucchiere,...)",Motociclo,970.1545544821226,446
16736,43.72493629441172 10.41001154397934,2014-06-03 15:10:10,439,Tuesday  ,"Shopping (abbigliamento, calzature, mobili...)",Motociclo,2588.0563810163585,446
17566,43.71540078855983 10.40533169424292,2014-06-03 15:27:21,273,Tuesday  ,Verso casa,Motociclo,1227.31519335773,446
17568,43.71175341274875 10.41692611552065,2014-06-04 07:22:59,888,Wednesday,Al lavoro,Bici,2316.9363846306123,446
17570,43.72161957691421 10.39918207634839,2014-06-04 09:58:48,245,Wednesday,"Shopping (abbigliamento, calzature, mobili...)",Bici,476.755545880202,446
20474,43.71843568638987 10.40216952786811,2014-06-04 10:32:43,605,Wednesday,Verso casa,Bici,1833.9667599629645,446
38740,43.7120857897477 10.41696053731185,2014-08-05 06:20:59,797,Tuesday  ,Al lavoro,Motociclo,4473.339899923469,446
38742,43.72141935375939 10.39934553422378,2014-08-05 14:21:42,570,Tuesday  ,Verso casa,Motociclo,3223.9109229207343,446
38744,43.71169046132462 10.41635045159288,2014-08-05 14:41:46,339,Tuesday  ,Prendere o lasciare qualcuno,Motociclo,2573.2995220932885,446
38746,43.72396275297952 10.43128750217531,2014-08-05 14:51:08,827,Tuesday  ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,6747.341691303896,446
38748,43.68114632903983 10.43897393286867,2014-08-05 15:52:53,931,Tuesday  ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,7159.393832508569,446
38750,43.72424154276416 10.43109834400218,2014-08-05 16:10:53,322,Tuesday  ,"Shopping (supermercato, fornaio, macellaio,...)",Motociclo,1738.1149525722244,446
38752,43.71405875541973 10.42072912890516,2014-08-05 16:50:54,292,Tuesday  ,Verso casa,Motociclo,473.49489691497286,446
38754,43.71137449580582 10.41613832213381,2014-08-05 18:03:19,480,Tuesday  ,"Spostamento incompleto (batteria scarica, crash app, errore di connessione GPS)",Motociclo,356.30408934225386,446
