tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
20288,43.8240402998823 10.655099905581292,2014-06-05 10:16:36,1395,Thursday ,Verso casa,Automobile,14859.864993712732,660
20290,43.831354012377936 10.494666812538656,2014-06-05 11:00:17,1541,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,18380.89136718685,660
20850,43.723997280478585 10.38452513045334,2014-06-05 16:10:16,2988,Thursday ,Verso casa,Automobile,25634.55561406212,660
22346,43.82395613332807 10.654879802302247,2014-06-10 06:18:16,1162,Tuesday  ,Verso casa,Automobile,13603.2862416155,660
22348,43.8444645120323 10.516141129394978,2014-06-10 07:03:44,2698,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,21531.27217817357,660
22350,43.74533848928961 10.430366971013813,2014-06-10 09:28:16,659,Tuesday  ,Verso casa,Automobile,9358.76126671456,660
22352,43.806532713946545 10.48498759209171,2014-06-10 09:56:43,968,Tuesday  ,Verso casa,Automobile,8305.596901797975,660
22354,43.84897514952943 10.51992994660763,2014-06-10 10:19:58,1099,Tuesday  ,Verso casa,Automobile,13809.34290639414,660
23900,43.87912358640845 10.49195328450821,2014-06-13 06:31:20,1640,Friday   ,Verso casa,Automobile,21376.044227572525,660
23902,43.823952999270375 10.65476190009451,2014-06-13 18:35:53,452,Friday   ,"Spostamento incompleto (batteria scarica, crash app, errore di connessione GPS)",Automobile,6032.251668939987,660
23904,43.850723055401126 10.685891333797597,2014-06-13 18:49:59,471,Friday   ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,5952.542744556343,660
23906,43.90215916078354 10.688372086030835,2014-06-13 19:40:23,967,Friday   ,Verso casa,Automobile,12894.841276628596,660
24324,43.823965923023145 10.654809145034038,2014-06-14 05:13:05,2056,Saturday ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,34589.864634673155,660
24326,43.72227484388156 10.38793801079111,2014-06-14 11:03:47,2555,Saturday ,Verso casa,Automobile,34797.3719735821,660
24776,43.82507337007946 10.65522684241095,2014-06-14 13:12:49,1411,Saturday ,Verso casa,Automobile,21567.51362033941,660
24778,43.88236076596688 10.490170254419088,2014-06-15 16:24:40,644,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,5815.632017712963,660
24780,43.84485145107868 10.518819420832362,2014-06-15 16:42:19,90,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,808.0161775874873,660
24782,43.84156187692114 10.515014073157758,2014-06-15 17:39:32,621,Sunday   ,Verso casa,Automobile,6070.15781010494,660
25004,43.88192468623688 10.48882392152659,2014-06-16 06:16:51,1784,Monday   ,Verso casa,Automobile,21717.6761146392,660
25006,43.824143173284256 10.65492262728192,2014-06-16 12:08:10,767,Monday   ,Prendere o lasciare qualcuno,Automobile,6416.637054604466,660
25828,43.848947443487575 10.686229533307703,2014-06-16 19:17:15,363,Monday   ,Verso casa,Automobile,6045.883110345066,660
25832,43.842330232490916 10.494437558524188,2014-06-18 05:36:00,2213,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,21527.07672134906,660
25834,43.72452966394582 10.391173796512506,2014-06-18 11:37:12,2367,Wednesday,Verso casa,Automobile,33986.96950967328,660
25836,43.82411981881302 10.654861826340447,2014-06-18 13:55:57,1426,Wednesday,"Svago (sport, escursioni, musei,...)",Automobile,15463.338160999192,660
25838,43.85992930248022 10.762196614243914,2014-06-18 14:34:00,122,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,907.4360990553683,660
25840,43.860746618934684 10.768733939815306,2014-06-18 14:43:12,653,Wednesday,"Servizi (dottore, banca, parrucchiere,...)",Automobile,8232.746289673436,660
25842,43.82407402541424 10.654839971789064,2014-06-18 15:48:29,1053,Wednesday,"Svago (sport, escursioni, musei,...)",Automobile,12614.76587316894,660
26636,43.839480047595075 10.516158364870385,2014-06-18 16:48:48,878,Wednesday,Verso casa,Automobile,6208.937915317014,660
26638,43.88257767418943 10.489378688738183,2014-06-20 06:59:49,1616,Friday   ,Verso casa,Automobile,21800.416450926,660
26640,43.82402415055517 10.654853880144726,2014-06-20 15:45:15,419,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,3251.750315458619,660
26642,43.82117498239287 10.649395230753395,2014-06-20 19:26:16,972,Friday   ,"Svago (sport, escursioni, musei,...)",Automobile,18421.11345784603,660
28628,43.882524794413705 10.48941930281232,2014-06-25 19:27:51,1128,Wednesday,"Svago (sport, escursioni, musei,...)",Automobile,10163.056959855809,660
28630,43.82451943498981 10.49331533313168,2014-06-25 21:20:53,1120,Wednesday,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,18002.389060076835,660
29312,43.814150279383774 10.668759113714836,2014-06-25 21:44:17,154,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,2006.7692631617429,660
29422,43.88228231682357 10.4889722900896,2014-06-28 11:03:53,1413,Saturday ,Verso casa,Automobile,22074.085025900124,660
29424,43.823984618103644 10.6548497571802,2014-06-28 19:43:48,2097,Saturday ,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,13840.73556253431,660
29426,43.90819777765568 10.689670314986909,2014-06-28 20:22:37,506,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Piedi,521.6706284268975,660
31456,43.8243670672684 10.654671218454459,2014-07-03 09:05:01,2814,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,33261.41223359337,660
31458,43.88168100902613 10.488719359882142,2014-07-03 17:56:21,1457,Thursday ,Verso casa,Automobile,21883.530316757933,660
31460,43.84947226304478 10.685795289414342,2014-07-03 21:45:35,383,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,6202.400945182109,660
31740,43.82527601240482 10.656456785758252,2014-07-04 07:05:29,320,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,4264.291811256427,660
31742,43.821294487691915 10.68264426462891,2014-07-04 07:16:46,1264,Friday   ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,15490.216020455337,660
31744,43.849692618501656 10.513100870023255,2014-07-04 09:49:00,179,Friday   ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,1123.3518038767786,660
31746,43.84902637088241 10.503937485392616,2014-07-04 09:59:30,499,Friday   ,Verso casa,Automobile,5275.709625003144,660
32228,43.87176151169649 10.49875137251379,2014-07-04 16:56:11,1315,Friday   ,Verso casa,Automobile,20227.039903794703,660
32232,43.881335928758936 10.489810243585454,2014-07-06 12:03:23,391,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,6157.409233368358,660
32234,43.83965406301082 10.516296686126998,2014-07-06 15:48:00,1290,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,18805.510345936666,660
32236,43.84746215495035 10.686392542613586,2014-07-06 18:03:04,562,Sunday   ,Verso casa,Automobile,5998.811872352438,660
32568,43.88175659905039 10.488837071410611,2014-07-08 06:13:51,1391,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,14117.544789271731,660
32570,43.724849426855315 10.384292186446425,2014-07-08 07:08:27,364,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Piedi,314.1619476334178,660
32572,43.764628179170586 10.448754722505274,2014-07-08 13:46:00,822,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,8029.872130176466,660
32574,43.819140187027536 10.492007937998485,2014-07-08 16:23:39,1389,Tuesday  ,Verso casa,Automobile,18565.59126440705,660
32576,43.82074378876694 10.651443395314962,2014-07-08 19:28:27,792,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,12976.199622439415,660
32888,43.83347464925408 10.524875210195026,2014-07-08 21:56:36,1033,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,13626.407696139297,660
32890,43.824056046905035 10.654730505342442,2014-07-09 08:25:56,3765,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,38964.43814941563,660
32892,43.720492776146 10.385719312296416,2014-07-09 12:23:17,2592,Wednesday,Verso casa,Automobile,35480.27853023743,660
32894,43.824250746130446 10.654810742174929,2014-07-09 18:33:17,542,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Automobile,7394.2506536134,660
33046,43.82482014709811 10.655762385905957,2014-07-10 14:56:14,947,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,11779.187735085989,660
33048,43.83962644510382 10.515779357366513,2014-07-10 18:12:16,800,Thursday ,Verso casa,Automobile,6250.079461023245,660
33928,43.882426086267 10.489372928652395,2014-07-10 20:35:26,1270,Thursday ,Verso casa,Automobile,21826.95856566479,660
33948,43.82410757460703 10.651146307732946,2014-07-11 06:07:17,3030,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,34729.25454285867,660
33950,43.83162425923713 10.494725544598031,2014-07-11 16:52:06,910,Friday   ,Verso casa,Automobile,7444.888840577454,660
33952,43.88238845826811 10.4895108336846,2014-07-11 18:37:31,684,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,7272.562341449072,660
33930,43.88091237167111 10.490414230787158,2014-07-12 06:55:06,1513,Saturday ,Verso casa,Automobile,21618.17130011928,660
33932,43.82403702556071 10.654792973435752,2014-07-12 17:10:29,481,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,6290.788849717664,660
33936,43.84923355751564 10.68589426434706,2014-07-12 21:57:44,398,Saturday ,Verso casa,Automobile,6111.727736021155,660
33938,43.824084277458475 10.654725474335908,2014-07-13 11:07:51,638,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,6441.549652085006,660
33940,43.81723764164036 10.683306080574193,2014-07-13 12:20:44,657,Sunday   ,Verso casa,Automobile,8564.422593000148,660
