tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
22964,43.72057589199607 10.38473648329933,2014-06-11 11:57:09,587,Wednesday,"A mangiare fuori (ristorante, fast food, pizzeria)",Piedi,673.4742914602117,739
22990,43.72100155580354 10.388052223953288,2014-06-11 12:34:06,519,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Piedi,734.0407863917748,739
23116,43.72060041610962 10.383617840464044,2014-06-11 16:33:37,673,Wednesday,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,2004.7953987567048,739
23212,43.72043337895355 10.40315423531953,2014-06-11 22:49:08,711,Wednesday,Verso casa,Piedi,1021.2601755790856,739
23876,43.71865629597093 10.410440446396798,2014-06-13 06:04:31,748,Friday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,4009.118897196659,739
23878,43.71893673526032 10.38976914870914,2014-06-13 14:51:06,962,Friday   ,Verso casa,Automobile,2999.5619842322217,739
23880,43.71956804897171 10.410253999840155,2014-06-13 15:08:19,234,Friday   ,Verso casa,Piedi,324.1032858739477,739
30564,43.71650829850478 10.408965746085604,2014-07-01 08:23:45,1035,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,4015.290568647424,739
30744,43.72082722466516 10.384742472752805,2014-07-01 16:22:02,415,Tuesday  ,"Shopping (abbigliamento, calzature, mobili...)",Bici,1622.5354440594122,739
30746,43.727695303356256 10.398263222797095,2014-07-01 16:49:25,417,Tuesday  ,Verso casa,Bici,1839.83317839534,739
