tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
14368,43.72039937752999 10.44059577077346,2014-05-28 17:21:38,683,Wednesday,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,1144.5120215975971,343
14370,43.72476500961551 10.44997915439299,2014-05-28 17:36:44,241,Wednesday,"Spostamento errato (Errore GPS, mai stato li')",Automobile,537.505046990484,343
14372,43.72479639539829 10.44995123399394,2014-05-28 17:52:12,909,Wednesday,"Svago (sport, escursioni, musei,...)",Automobile,3125.287477385953,343
15750,43.71244487230047 10.43344787952896,2014-05-28 18:17:06,668,Wednesday,Verso casa,Automobile,3652.07230464504,343
28852,43.72030802588937 10.44076359071391,2014-06-26 17:41:46,1112,Thursday ,"Svago (sport, escursioni, musei,...)",Bici,2852.385139600676,343
28854,43.73911170038834 10.45211584800577,2014-06-26 18:17:14,360,Thursday ,"Svago (sport, escursioni, musei,...)",Bici,1466.8483585975632,343
28856,43.7477742779384 10.46176597807057,2014-06-26 18:28:13,613,Thursday ,"Svago (sport, escursioni, musei,...)",Bici,2015.887490707178,343
29028,43.72428255068189 10.4333193138454,2014-06-26 18:43:41,875,Thursday ,Verso casa,Bici,2905.3108005043846,343
30308,43.72044856296222 10.44056432725622,2014-06-30 17:39:23,491,Monday   ,"Servizi (dottore, banca, parrucchiere,...)",Automobile,1326.422643168238,343
30310,43.72432150167986 10.44956299396764,2014-06-30 18:18:43,312,Monday   ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,3559.928727634284,343
30784,43.71192376137272 10.43288795328749,2014-06-30 18:32:38,677,Monday   ,Verso casa,Automobile,3055.5601754273143,343
31442,43.72026097736486 10.44127474415674,2014-07-03 11:02:19,365,Thursday ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Piedi,316.4691093810843,343
31444,43.7219953175654 10.44026776103645,2014-07-03 11:09:36,849,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Autobus/mezzi urbani,3653.469391925125,343
31446,43.71816052559377 10.39806153356502,2014-07-03 14:48:02,380,Thursday ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Piedi,446.0926017988738,343
31450,43.71484225272948 10.4010215366966,2014-07-03 14:58:55,908,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Bici,1572.923147699857,343
31462,43.71017533569005 10.40894918661528,2014-07-03 16:16:21,691,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Bici,2442.3780077101424,343
32262,43.70775102126832 10.41738533595673,2014-07-03 19:04:56,1044,Thursday ,Verso casa,Automobile,8214.193493694465,343
32492,43.72254287682723 10.43907019898063,2014-07-08 13:38:59,612,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Autobus/mezzi urbani,3388.0713373146245,343
32494,43.71802348642937 10.39811740632287,2014-07-08 14:49:28,657,Tuesday  ,"Servizi (dottore, banca, parrucchiere,...)",Piedi,1409.3112656368437,343
32496,43.71064751869858 10.3981215902155,2014-07-08 16:32:35,1317,Tuesday  ,Verso casa,Autobus/mezzi urbani,7168.172761244507,343
35468,43.71822684455307 10.44566120236139,2014-07-22 16:45:15,811,Tuesday  ,Prendere o lasciare qualcuno,Automobile,5064.040661227707,343
35470,43.70894005372908 10.39843408981937,2014-07-22 17:03:33,739,Tuesday  ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,3284.6096890307504,343
37402,43.69325948926075 10.38345137854975,2014-07-22 17:52:58,1816,Tuesday  ,Verso casa,Automobile,10903.61223230254,343
37408,43.72153414157692 10.42288910744929,2014-07-29 13:42:17,579,Tuesday  ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Autobus/mezzi urbani,2622.024917804554,343
37412,43.72481616859434 10.3926952910391,2014-07-29 13:58:24,875,Tuesday  ,"Attività Sociali (bar, amici, parenti, feste,...)",Autobus/mezzi urbani,2459.186246867061,343
37956,43.71059786040782 10.39749733079158,2014-07-29 17:15:51,1073,Tuesday  ,Verso casa,Autobus/mezzi urbani,6654.100798020882,343
38996,43.72057091911227 10.44181678786746,2014-08-08 08:44:47,1278,Friday   ,"Shopping (abbigliamento, calzature, mobili...)",Bici,4317.338272719875,343
38998,43.71631751049219 10.40302560476847,2014-08-08 09:21:47,685,Friday   ,"Servizi (dottore, banca, parrucchiere,...)",Bici,1983.6927114949272,343
39868,43.70632629068969 10.42029835500525,2014-08-08 10:31:51,1093,Friday   ,Verso casa,Bici,4680.131248269988,343
39872,43.72026777735721 10.44113086967712,2014-08-16 16:19:37,367,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,4019.9557341021473,343
39874,43.68725375949251 10.43158490547265,2014-08-16 16:33:42,246,Saturday ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,2533.9287894682725,343
39876,43.67551191337254 10.47271997559675,2014-08-16 17:49:14,626,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,6998.105657175604,343
