tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
20910,43.88223852 10.48998142,2014-06-06 11:15:59,889,Friday   ,Prendere o lasciare qualcuno,Automobile,6843.764016549541,661
20912,43.71926383 10.38458009,2014-06-06 13:03:03,1173,Friday   ,Prendere o lasciare qualcuno,Automobile,15052.199080331557,661
20914,43.83695025 10.51615309,2014-06-06 16:29:34,1326,Friday   ,Verso casa,Automobile,6848.087160078216,661
22076,43.82362148 10.65460355,2014-06-09 18:07:34,1589,Monday   ,Verso casa,Automobile,21740.35930036042,661
22078,43.8826058 10.4894852,2014-06-09 19:21:13,704,Monday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,6493.757778386373,661
22480,43.8451944 10.51192201,2014-06-09 21:19:02,551,Monday   ,Verso casa,Automobile,5479.182324234776,661
22482,43.88231084 10.48978993,2014-06-10 06:35:36,840,Tuesday  ,Verso casa,Automobile,5635.567579435127,661
22484,43.83951324 10.49583715,2014-06-10 07:07:39,2455,Tuesday  ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,19062.248064643805,661
22486,43.71965903 10.38790781,2014-06-10 09:18:03,1295,Tuesday  ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Automobile,14181.57095079362,661
22488,43.8058877 10.48487389,2014-06-10 09:56:13,784,Tuesday  ,Verso casa,Automobile,7039.8465459675,661
22490,43.84913171 10.51912825,2014-06-10 10:20:10,559,Tuesday  ,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Automobile,5496.736026459572,661
22492,43.88057144 10.49059539,2014-06-10 17:08:56,1490,Tuesday  ,Verso casa,Automobile,21369.563817991537,661
23910,43.88236025 10.49037111,2014-06-13 06:44:49,1954,Friday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,11425.472400136883,661
23912,43.83719322 10.42660903,2014-06-13 07:22:38,164,Friday   ,Verso casa,Automobile,1077.8806777675122,661
23914,43.88226861 10.49001326,2014-06-13 17:59:43,1552,Friday   ,Prendere o lasciare qualcuno,Automobile,21509.25494543318,661
24256,43.90250577 10.6889386,2014-06-13 19:40:06,984,Friday   ,Verso casa,Automobile,12721.012018797626,661
24630,43.88232909 10.48983253,2014-06-15 16:25:18,617,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,5369.58186281504,661
24632,43.84230684 10.51829928,2014-06-15 16:42:54,57,Sunday   ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,449.9648884134192,661
24950,43.84224176 10.51546764,2014-06-15 17:40:43,575,Sunday   ,Verso casa,Automobile,5866.4514776778005,661
26850,43.87328583 10.49485783,2014-06-21 12:53:05,571,Saturday ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,5640.74339234899,661
26852,43.83506537 10.51692806,2014-06-21 16:03:47,2435,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,19823.00536886536,661
26854,43.82438415 10.65531613,2014-06-21 16:56:41,989,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,11061.26470346198,661
28992,43.88217312 10.48993833,2014-06-25 07:06:37,866,Wednesday,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,12695.36837855219,661
28994,43.8362954 10.41380315,2014-06-25 10:52:39,1053,Wednesday,Rifornimento carburante,Automobile,13013.827234609416,661
28996,43.88315481 10.4903483,2014-06-25 11:35:46,176,Wednesday,Prendere o lasciare qualcuno,Automobile,457.1939556902298,661
28998,43.88125168 10.4899441,2014-06-25 19:28:57,502,Wednesday,"Sosta (cambio mezzo, traffico, sosta tecnica,...)",Automobile,5669.979406296001,661
29000,43.83928407 10.51058639,2014-06-25 21:25:54,1076,Wednesday,Verso casa,Automobile,12908.389617433477,661
28936,43.82409948 10.65471596,2014-06-26 07:10:38,1142,Thursday ,Prendere o lasciare qualcuno,Automobile,12432.040238448104,661
28938,43.83558369 10.51700606,2014-06-26 10:46:25,987,Thursday ,Verso casa,Automobile,6682.420973201171,661
28940,43.88178906 10.48890869,2014-06-26 11:54:12,626,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,6673.556633846616,661
28942,43.8358029 10.51800749,2014-06-26 12:11:13,1652,Thursday ,Prendere o lasciare qualcuno,Automobile,19108.01262592364,661
28944,43.72028913 10.39068753,2014-06-26 14:36:06,1840,Thursday ,Prendere o lasciare qualcuno,Automobile,19358.965240286645,661
28946,43.83535231 10.51739443,2014-06-26 16:53:32,139,Thursday ,Rifornimento carburante,Automobile,828.2310176034242,661
28948,43.8403827 10.51822031,2014-06-26 17:01:37,765,Thursday ,Verso casa,Automobile,6468.926967753887,661
30324,43.88245827 10.48984782,2014-06-30 07:43:44,760,Monday   ,Prendere o lasciare qualcuno,Automobile,6787.974326582023,661
30326,43.76005518 10.44204204,2014-06-30 08:19:05,1021,Monday   ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,7074.327068519929,661
31048,43.77084025 10.45920301,2014-06-30 11:56:56,1809,Monday   ,Unknown,Unknown,16574.45530025276,661
31050,43.88032412 10.49097338,2014-07-02 05:52:15,1188,Wednesday,Unknown,Unknown,7513.398956091149,661
31052,43.83023709 10.49694741,2014-07-02 06:19:22,1729,Wednesday,Unknown,Unknown,16932.759260444684,661
31054,43.88174587 10.48872338,2014-07-02 18:50:18,1331,Wednesday,Unknown,Unknown,21259.83027163837,661
