tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
11164,43.68973389 10.48823274,2014-05-21 15:49:14,437,Wednesday,Verso casa,Automobile,2637.7588528561632,214
11166,43.67927749 10.52596074,2014-05-21 16:26:08,656,Wednesday,"Svago (sport, escursioni, musei,...)",Automobile,4257.42045910184,214
11168,43.70440488 10.49165966,2014-05-21 17:09:19,1347,Wednesday,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,8462.920433522442,214
11724,43.70785772 10.43082768,2014-05-21 18:23:02,707,Wednesday,Verso casa,Automobile,5798.392760289617,214
11726,43.69081677 10.48819524,2014-05-23 06:18:43,250,Friday   ,Al lavoro,Automobile,947.8233632019704,214
11728,43.6912772 10.43575017,2014-05-23 06:27:57,938,Friday   ,Al lavoro,Automobile,5659.25447266528,214
11730,43.72017419 10.3941135,2014-05-23 06:50:31,311,Friday   ,Al lavoro,Piedi,322.03170392975187,214
11732,43.72057774 10.39496773,2014-05-23 12:40:45,997,Friday   ,Verso casa,Automobile,7267.544662420017,214
11734,43.69060788 10.48776565,2014-05-23 13:50:55,731,Friday   ,Al lavoro,Automobile,5483.11237866706,214
11736,43.70426684 10.44230081,2014-05-23 15:46:23,419,Friday   ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,3084.128479792871,214
11738,43.68260769 10.44855985,2014-05-23 15:54:40,624,Friday   ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,8339.163847544709,214
11740,43.66434297 10.53459997,2014-05-23 16:20:13,450,Friday   ,Verso casa,Automobile,5800.711772953568,214
15108,43.68690989 10.48138169,2014-05-23 16:33:25,281,Friday   ,Unknown,Unknown,751.5630026815484,214
15112,43.69385262 10.45232288,2014-05-29 06:10:41,947,Thursday ,Al lavoro,Automobile,6146.395304200145,214
15114,43.72002806 10.39404097,2014-05-29 13:05:58,2518,Thursday ,"Studio formazione (scuola, università, corsi, seminari,...)",Automobile,18899.22102038519,214
15116,43.67761324 10.58395587,2014-05-29 13:55:23,169,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,1652.0409106570537,214
15118,43.71571271 10.6226405,2014-05-29 14:08:45,1340,Thursday ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,12661.077724252133,214
15120,43.71740022 10.40942712,2014-05-29 15:04:57,334,Thursday ,Prendere o lasciare qualcuno,Automobile,335.3533842555096,214
15122,43.71671879 10.40763654,2014-05-29 15:19:22,538,Thursday ,Prendere o lasciare qualcuno,Automobile,1776.3724107205287,214
15124,43.71127142 10.42062006,2014-05-29 15:33:54,941,Thursday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,3590.322731008197,214
15126,43.69593972 10.44894837,2014-05-29 15:52:07,631,Thursday ,Verso casa,Automobile,3567.8294668001336,214
15128,43.69058709 10.48778133,2014-05-29 16:12:24,279,Thursday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,1345.8704680292387,214
15130,43.67775213 10.47476055,2014-05-29 16:42:52,666,Thursday ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,6512.894112396867,214
15132,43.66478325 10.53398307,2014-05-29 17:13:06,429,Thursday ,Verso casa,Automobile,4896.386930203165,214
15830,43.67043376 10.58339891,2014-05-31 12:06:09,230,Saturday ,Prendere o lasciare qualcuno,Automobile,843.0443931853523,214
15832,43.68511113 10.5009698,2014-05-31 13:03:39,1277,Saturday ,"Shopping (supermercato, fornaio, macellaio,...)",Automobile,10731.343554151174,214
15834,43.71760268 10.38285875,2014-05-31 13:42:50,1013,Saturday ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,3551.757872652592,214
15836,43.68914018 10.53539572,2014-05-31 15:07:38,259,Saturday ,"Shopping (abbigliamento, calzature, mobili...)",Automobile,1162.1088300382144,214
15838,43.67157447 10.57129513,2014-05-31 18:19:07,1257,Saturday ,"Attività Sociali (bar, amici, parenti, feste,...)",Automobile,9312.660889154313,214
17752,43.67346231 10.47373229,2014-05-31 18:48:55,651,Saturday ,Unknown,Unknown,2287.12325226251,214
17754,43.60305365 10.35351106,2014-06-04 06:09:06,1849,Wednesday,"Servizi (dottore, banca, parrucchiere,...)",Automobile,8869.682131685504,214
17756,43.55150974 10.30552571,2014-06-04 07:48:34,202,Wednesday,Verso casa,Piedi,339.1024456511535,214
17758,43.55394243 10.33244282,2014-06-04 07:58:37,1731,Wednesday,Verso casa,Automobile,21788.33163777365,214
