tid,coordinates,time_start,duration,weekday,activity,transportation,distance,label
23676,43.82373118113729 10.494290031998094,2014-06-12 11:56:43,434,Thursday ,Unknown,Unknown,1964.9786397250496,742
23678,43.83273480583004 10.4310827319293,2014-06-12 12:17:42,487,Thursday ,Unknown,Unknown,8681.564662468556,742
23680,43.7634677233159 10.435876343672318,2014-06-12 12:35:12,542,Thursday ,Unknown,Unknown,8109.276129067701,742
23682,43.74711786650348 11.03343512879706,2014-06-12 13:38:22,565,Thursday ,Unknown,Unknown,8570.336779049892,742
23684,43.79241217553598 11.200049312696143,2014-06-12 13:53:54,167,Thursday ,Unknown,Unknown,3727.481209154805,742
23686,43.78453901557457 11.244028755346347,2014-06-12 14:04:12,504,Thursday ,Unknown,Unknown,1100.299046332604,742
23688,43.775056850191156 11.249075759603167,2014-06-12 14:25:23,445,Thursday ,Unknown,Unknown,541.1483165609457,742
23690,43.76922795412877 11.25385877920605,2014-06-12 16:14:38,327,Thursday ,Unknown,Unknown,373.5032848731055,742
23692,43.83266027543011 11.192401606170248,2014-06-12 17:36:15,71,Thursday ,Unknown,Unknown,791.4937199983353,742
26580,43.82462792545948 10.494607332950102,2014-06-20 12:05:22,135,Friday   ,Unknown,Unknown,1644.4545662517296,742
26582,43.842527911445835 10.515334456525554,2014-06-20 12:12:39,553,Friday   ,Unknown,Unknown,1954.808180638026,742
26584,43.8582159800595 10.525105531667744,2014-06-20 14:26:51,330,Friday   ,Unknown,Unknown,1831.0072297925856,742
26586,43.848870809237376 10.505666235968683,2014-06-20 14:46:00,30,Friday   ,Unknown,Unknown,347.7651459127427,742
26588,43.829759953889 10.496900676192636,2014-06-20 15:03:15,125,Friday   ,Unknown,Unknown,1057.041886237004,742
26694,43.82363508757872 10.490648756302972,2014-06-20 21:23:52,184,Friday   ,Unknown,Unknown,308.61262452064165,742
29532,43.82940187370801 10.496959884142077,2014-06-29 10:12:21,216,Sunday   ,Unknown,Unknown,2617.441108300428,742
29534,43.84854370472268 10.47215273343484,2014-06-29 11:33:42,453,Sunday   ,Unknown,Unknown,4663.269489360667,742
29536,43.82401781051165 10.494057051387,2014-06-29 14:02:37,259,Sunday   ,Unknown,Unknown,810.4175987812346,742
37474,43.73389555046228 10.40072991636348,2014-07-29 09:07:25,257,Tuesday  ,Unknown,Unknown,1645.4111609489562,742
37476,43.7226686 10.3896055,2014-07-29 10:33:52,186,Tuesday  ,Unknown,Unknown,327.99694972444337,742
37478,43.7218062 10.4073362,2014-07-29 16:04:13,491,Tuesday  ,Unknown,Unknown,1642.8602166242335,742
